epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
85,1102.16,1.15406,1.36681,1.93079,0.85903,0.86964,0.92698,0.83082,0.99072,1.14875,1.79811,0.000249477,0.000249477,0.000249477
86,1115,1.11921,1.39697,1.91597,0.9021,0.85332,0.92029,0.82056,0.98838,0.98067,1.81153,0.000243597,0.000243597,0.000243597
87,1127.9,1.08167,1.35389,1.88513,0.91673,0.86124,0.9356,0.82405,1.00604,1.05639,1.83854,0.000238069,0.000238069,0.000238069
88,1140.54,1.15112,1.37508,1.93969,0.89209,0.87643,0.92823,0.82053,0.97478,1.12514,1.82188,0.000232898,0.000232898,0.000232898
89,1153.32,1.15411,1.34347,1.94287,0.90785,0.86829,0.91904,0.81395,1.00048,1.05404,1.83189,0.000228089,0.000228089,0.000228089
90,1165.48,1.10002,1.35704,1.92438,0.87253,0.88413,0.92574,0.82474,0.96993,1.03528,1.81462,0.000223648,0.000223648,0.000223648
91,1178.76,0.71812,0.5816,1.66119,0.88156,0.86385,0.91344,0.80517,1.00617,1.08458,1.83221,0.000219577,0.000219577,0.000219577
92,1191.05,0.73458,0.57623,1.69145,0.85553,0.85827,0.91897,0.81922,0.9856,1.07717,1.80194,0.000215883,0.000215883,0.000215883
93,1203.76,0.68235,0.53811,1.67316,0.81091,0.92668,0.93208,0.83031,0.99129,1.04148,1.81315,0.000212567,0.000212567,0.000212567
94,1216.37,0.70094,0.51136,1.67144,0.89564,0.87553,0.93589,0.83464,0.99642,1.02375,1.80681,0.000209633,0.000209633,0.000209633
95,1228.99,0.71223,0.52019,1.67602,0.87014,0.90207,0.93433,0.8285,1.0064,1.02853,1.80609,0.000207085,0.000207085,0.000207085
96,1243.21,0.69039,0.51396,1.65533,0.91067,0.90029,0.93324,0.83674,0.99527,1.03403,1.80264,0.000204925,0.000204925,0.000204925
97,1255.9,0.6793,0.48099,1.66946,0.90264,0.88764,0.92846,0.83216,0.99753,1.07748,1.80422,0.000203154,0.000203154,0.000203154
98,1268.44,0.68154,0.44965,1.67645,0.87829,0.8696,0.92492,0.82898,0.99734,1.0596,1.80951,0.000201775,0.000201775,0.000201775
99,1281.02,0.68072,0.46094,1.68024,0.88946,0.875,0.91409,0.82842,0.95799,0.99855,1.80941,0.000200789,0.000200789,0.000200789
100,1293.55,0.67332,0.44271,1.69101,0.90352,0.84274,0.91451,0.82373,0.96349,1.01874,1.80384,0.000200197,0.000200197,0.000200197
